"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/3D_Models/Tower_Trebuchet/Trebuchet_MaxLevel/boisfonce_trebuch_niv_max.boisfonce_trebuch_niv_max","0","14","1","1","15.123899","0","118"
"/Game/3D_Models/Tower_Trebuchet/Trebuchet_MaxLevel/fonce_trebuch_niv_max.fonce_trebuch_niv_max","0","14","1","1","15.586798","0","118"
"/Game/3D_Models/Tower_Trebuchet/Trebuchet_MaxLevel/pierre_trebuch_niv_max.pierre_trebuch_niv_max","0","14","1","1","15.606530","0","118"
"/Game/3D_Models/Tower_Trebuchet/Trebuchet_Normal/boisfonce_trebuch.boisfonce_trebuch","0","14","1","1","15.705433","0","118"
"/Game/3D_Models/Tower_Trebuchet/Trebuchet_Normal/bois_trebuch.bois_trebuch","0","14","1","1","15.253563","0","118"
"/Game/3D_Models/Tower_Trebuchet/Trebuchet_Normal/pierre_trebuch.pierre_trebuch","0","14","1","1","15.315006","0","118"
"/Game/3D_Models/Tower_Trebuchet/Trebuchet_Normal/corde_trebuch.corde_trebuch","0","14","1","1","15.558683","0","118"
"/Game/3D_Models/Tower_Trebuchet/Trebuchet_Normal/fonce_trebuch.fonce_trebuch","0","14","1","1","16.253595","0","118"
"/Game/3D_Models/Tower_Trebuchet/Trebuchet_Normal/gris_trebuch.gris_trebuch","0","14","1","1","15.121260","0","118"
"/Game/Assets/Level/herbe/lambert1.lambert1","0","23","1","1","27.388870","0","277"
"/Game/Assets/Animations/Enemy/gris_chevalier.gris_chevalier","0","28","1","1","31.626589","0","433"
"/Game/Assets/Level/chateau/lambert1.lambert1","0","23","1","1","0.000000","0","277"
"/Game/Assets/Level/fond/lambert9.lambert9","0","14","1","1","15.726422","0","118"
"/Game/Assets/Animations/Enemy/gris_maillet_epee.gris_maillet_epee","0","28","1","1","31.520208","0","433"
"/Game/Tower_Projectiles/Projectile_Archer/gris_fleche.gris_fleche","0","14","1","1","14.635215","0","118"
"/Game/Assets/Animations/Enemy/lambert1.lambert1","0","28","1","1","15.762671","0","418"
"/Game/Assets/Animations/Enemy/metal_lame_epee.metal_lame_epee","0","28","1","1","30.928505","0","411"
"/Game/Assets/Animations/Enemy/rouge_leon.rouge_leon","0","28","1","1","31.057058","0","433"
"/Game/Assets/Animations/Enemy/visage_inconnu.visage_inconnu","0","28","6","1","36.735783","0","413"
"/Game/Tower_Projectiles/Projectile_Archer/bleu_fleche.bleu_fleche","0","14","1","1","15.225218","0","118"
"/Game/Tower_Projectiles/Projectile_Archer/marron_fleche.marron_fleche","0","14","1","1","15.822449","0","118"
"/Game/Tower_Projectiles/Projectile_Ballista/marron_fleche_lourde.marron_fleche_lourde","0","14","1","1","15.246158","0","97"
"/Game/Tower_Projectiles/Projectile_Ballista/gris_fleche_lourde.gris_fleche_lourde","0","14","1","1","15.132849","0","97"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","37","1","1","43.782246","0","739"
"/Game/Tower_Projectiles/Projectile_Cauldron/huile_chaude_boule.huile_chaude_boule","0","14","1","1","16.008684","0","118"
"/Game/Tower_Projectiles/Projectile_Trebuchet/gris_boulet.gris_boulet","0","14","2","1","15.323009","0","116"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","37","1","1","43.511257","0","680"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","37","1","1","43.765949","0","708"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","28","1","1","31.652809","0","408"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","7","1","1","6.662901","0","34"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","48","3","2","55.539986","0","746"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","6","1","1","10.656282","0","26"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","10","1","1","9.773687","0","66"
"/ControlRig/M_Manip.M_Manip","0","10","1","1","8.928475","0","65"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","4","1","1","3.521636","0","13"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","6","1","1","8.442465","0","26"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","53","1","1","246.662109","0","986"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","93","1","1","108.824287","0","3679"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","10","1","1","7.307208","0","56"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","0","14","1","1","16.376282","0","118"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","139","1","1","174.655212","0","6643"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","145","1","1","181.164795","0","6935"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","6","1","1","4.072451","0","26"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","6","1","1","4.319064","0","26"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","29","5","1","30.234016","0","408"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","659","1","1","685.276428","0","92625"
"/Game/Assets/Level/Arbre/arbre_lambert1_BaseColor_Mat.arbre_lambert1_BaseColor_Mat","0","23","1","1","27.427206","0","298"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","4","1","1","3.772036","0","13"
"/Game/Assets/Level/chateau/chateau_lambert1_BaseColor_Mat.chateau_lambert1_BaseColor_Mat","0","23","1","1","28.277178","0","296"
"/Game/Assets/Level/Bush/bush_lambert1_BaseColor_Mat.bush_lambert1_BaseColor_Mat","0","23","1","1","26.835169","0","283"
"/Game/Assets/Level/fond/maybe_Mat.maybe_Mat","0","23","1","1","28.152403","0","298"
"/Game/Assets/Level/route/lignedroite_Mat.lignedroite_Mat","0","23","1","1","27.619949","0","284"
"/Game/Assets/Materials/Maps/beaugaz_Mat.beaugaz_Mat","0","23","1","1","27.290718","0","298"
"/Game/Assets/Level/route/lignevirage__1__Mat.lignevirage__1__Mat","0","23","1","1","27.891029","0","276"
"/Game/Assets/Level/herbe/lambert5.lambert5","0","80","1","1","102.099342","0","3089"
"/Game/Assets/Level/table/M_Carpet_C2.M_Carpet_C2","0","23","1","1","27.128658","0","298"
"/Game/Assets/Level/table/M_Carpet_C1.M_Carpet_C1","0","23","1","1","28.131330","0","276"
"/Game/Assets/Level/table/M_Table.M_Table","0","23","1","1","27.555761","0","290"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","52","11","6","47.680222","0","436"
"/Interchange/gltf/M_Unlit.M_Unlit","0","34","3","2","31.353785","0","251"
"/Interchange/gltf/M_Transmission.M_Transmission","0","108","9","4","1042.027710","0","1341"
"/Interchange/gltf/M_Sheen.M_Sheen","0","116","13","4","131.248932","0","1784"
"/Interchange/gltf/M_Translucent.M_Translucent","0","200","11","8","1842.023926","0","2561"
"/Interchange/gltf/M_Opaque.M_Opaque","0","174","69","8","204.752869","0","2422"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","5","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","16","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","0","11","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","58","6","1","100.015518","0","852"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","5","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","84","5","1","146.275864","0","2013"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","0","14","5","1","16.625744","0","48"
"/Game/Assets/Materials/Towers/ArcherRange_Material.ArcherRange_Material","0","23","2","1","28.775064","0","158"
"/Game/Assets/Materials/Towers/M_BallistaRange.M_BallistaRange","0","23","5","1","29.793379","0","124"
"/Game/Assets/Materials/Towers/TrebuchetRange_Material.TrebuchetRange_Material","0","23","7","1","27.931517","0","221"
"/Game/Assets/Materials/Towers/M_CauldronRange.M_CauldronRange","0","23","6","1","27.208494","0","123"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","0","14","5","1","16.484062","0","46"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","0","0","16","1","0.000000","0","0"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","0","24","6","1","220.285294","0","128"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","0","14","2","1","17.057924","0","48"
"/Interchange/Materials/SheenMaterial.SheenMaterial","0","14","1","1","16.420650","0","106"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","0","14","3","1","16.282204","0","68"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","10","11","1","13.888481","0","15"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","5","1","1","5.210629","0","19"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","14","1","1","16.454063","0","118"
"/Interchange/gltf/M_Opaque.M_Opaque","49","248","39","8","287.624451","0","2188"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","5","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","16","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","56","19","6","57.999466","0","340"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","28","5","1","32.754543","0","179"
"/Engine/VREditor/TransformGizmo/Main.Main","49","5","1","1","5.323225","0","14"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","5","3","1","5.624749","0","14"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","49","4","4","1","3.970465","0","7"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","49","14","1","1","17.128813","0","85"
"/Game/Assets/Materials/Towers/M_BallistaRange.M_BallistaRange","49","23","4","1","28.763762","0","119"
"/Game/Assets/Materials/Towers/ArcherRange_Material.ArcherRange_Material","49","23","1","1","26.889982","0","286"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","49","0","16","1","0.000000","0","0"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","49","14","5","1","16.670134","0","70"
"/Game/Assets/Materials/Towers/M_CauldronRange.M_CauldronRange","49","23","5","1","26.929819","0","135"
"/Interchange/gltf/M_Unlit.M_Unlit","49","38","12","2","37.980888","0","240"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","49","24","5","1","112.778549","0","167"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","62","5","1","89.168831","0","1350"
"/Game/Assets/Materials/Towers/TrebuchetRange_Material.TrebuchetRange_Material","49","23","1","1","26.805418","0","202"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","49","14","2","1","16.335772","0","81"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","88","4","1","130.544006","0","1458"
"/Interchange/gltf/M_Translucent.M_Translucent","49","200","18","8","924.932251","0","1392"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","145","3","1","148.310898","0","4828"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","49","14","1","1","16.018452","0","98"
"/Game/Assets/Materials/Towers/Grid_Material.Grid_Material","49","20","3","1","23.899353","0","91"
"/Game/3D_Models/Tower_Archer/Archer_MaxLevel/beige_brique_niv_max.beige_brique_niv_max","49","14","4","1","16.282660","0","58"
"/Interchange/gltf/M_Transmission.M_Transmission","49","108","12","4","494.916870","0","679"
"/Game/3D_Models/Tower_Archer/Archer_MaxLevel/gris_bas_niv_max.gris_bas_niv_max","49","14","1","1","16.468922","0","53"
"/Game/3D_Models/Tower_Archer/Archer_MaxLevel/gris_brique_niv_max.gris_brique_niv_max","49","14","1","1","16.256880","0","58"
"/Interchange/gltf/M_Sheen.M_Sheen","49","124","16","4","145.321243","0","1062"
"/Game/3D_Models/Tower_Archer/Archer_MaxLevel/gris_tour_niv_max.gris_tour_niv_max","49","14","4","1","15.843393","0","47"
"/Game/3D_Models/Tower_Archer/Archer_MaxLevel/marron_porte_niv_max.marron_porte_niv_max","49","14","4","1","15.795115","0","52"
"/Game/3D_Models/Tower_Archer/Archer_MaxLevel/pasted__lambert33.pasted__lambert33","49","14","7","1","15.604488","0","58"
"/Interchange/Materials/SheenMaterial.SheenMaterial","49","14","2","1","16.872808","0","83"
"/Game/3D_Models/Tower_Archer/Archer_Normal/gris_bas.gris_bas","49","14","5","1","16.280474","0","60"
"/Game/3D_Models/Tower_Archer/Archer_Normal/gris_tour.gris_tour","49","14","6","1","16.201820","0","52"
"/Game/3D_Models/Tower_Archer/Archer_Normal/gris_brique.gris_brique","49","14","4","1","16.223684","0","67"
"/Game/3D_Models/Tower_Archer/Archer_Normal/beige_brique.beige_brique","49","14","4","1","16.355675","0","72"
"/Game/3D_Models/Tower_Archer/Archer_MaxLevel/noir_total_niv_max.noir_total_niv_max","49","14","6","1","16.201401","0","51"
"/Game/3D_Models/Tower_Cauldron/Cauldron_MaxLevel/bois_chaudron_niv_max.bois_chaudron_niv_max","49","14","2","1","16.288668","0","97"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","6","3","1","4.790665","0","16"
"/Game/3D_Models/Tower_Cauldron/Cauldron_MaxLevel/noir_chaudron_niv_max.noir_chaudron_niv_max","49","14","1","1","16.013525","0","68"
"/Game/3D_Models/Tower_Archer/Archer_Normal/marron_porte.marron_porte","49","14","9","1","15.983042","0","40"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","52","12","2","55.687717","0","258"
"/Game/Assets/Level/table/M_Table.M_Table","49","23","1","1","27.709961","0","177"
"/Game/Assets/Level/table/M_Carpet_C1.M_Carpet_C1","49","23","2","1","27.080397","0","129"
"/Game/3D_Models/Tower_Archer/Archer_Normal/noir_total.noir_total","49","14","5","1","16.297762","0","59"
"/Game/3D_Models/Tower_Ballista/Ballista_MaxLevel/bois_baliste_niv_max.bois_baliste_niv_max","49","14","5","1","16.723309","0","81"
"/Game/3D_Models/Tower_Ballista/Ballista_MaxLevel/boisfonce_baliste_niv_max.boisfonce_baliste_niv_max","49","14","5","1","16.276520","0","49"
"/Game/Assets/Level/table/M_Carpet_C2.M_Carpet_C2","49","23","6","1","27.459103","0","200"
"/Game/Assets/Level/herbe/lambert5.lambert5","49","97","7","1","122.595886","0","1816"
"/Game/Assets/Materials/Maps/beaugaz_Mat.beaugaz_Mat","49","38","1","1","74.624802","0","345"
"/Game/3D_Models/Tower_Ballista/Ballista_MaxLevel/corde_baliste_niv_max.corde_baliste_niv_max","49","14","6","1","16.020452","0","52"
"/Game/Assets/Level/Arbre/arbre_lambert1_BaseColor_Mat.arbre_lambert1_BaseColor_Mat","49","23","3","1","26.496040","0","110"
"/Game/3D_Models/Tower_Ballista/Ballista_Normal/Default_Material.Default_Material","49","14","7","1","16.264517","0","49"
"/Game/3D_Models/Tower_Ballista/Ballista_MaxLevel/Default_Material.Default_Material","49","14","7","1","0.000000","0","49"
"/Game/3D_Models/Tower_Ballista/Ballista_MaxLevel/gris_baliste_niv_max.gris_baliste_niv_max","49","14","3","1","16.206528","0","62"
"/Game/3D_Models/Tower_Ballista/Ballista_Normal/bois_baliste.bois_baliste","49","14","6","1","16.116758","0","74"
"/Game/Assets/Level/route/lignevirage__1__Mat.lignevirage__1__Mat","49","23","6","1","26.980339","0","180"
"/Game/Assets/Level/fond/maybe_Mat.maybe_Mat","49","23","4","1","26.860912","0","134"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","4","4","1","4.709888","0","4"
"/Game/3D_Models/Tower_Ballista/Ballista_Normal/boisfonce_baliste.boisfonce_baliste","49","14","6","1","16.053633","0","89"
"/Game/Assets/Level/route/lignedroite_Mat.lignedroite_Mat","49","23","4","1","26.535755","0","153"
"/Game/Assets/Level/chateau/chateau_lambert1_BaseColor_Mat.chateau_lambert1_BaseColor_Mat","49","23","6","1","26.475096","0","129"
"/Game/Assets/Level/Bush/bush_lambert1_BaseColor_Mat.bush_lambert1_BaseColor_Mat","49","23","3","1","26.548193","0","111"
"/Game/3D_Models/Tower_Ballista/Ballista_Normal/corde_baliste.corde_baliste","49","14","2","1","16.002136","0","58"
"/Game/3D_Models/Tower_Ballista/Ballista_Normal/gris_baliste.gris_baliste","49","14","7","1","16.204655","0","50"
"/Game/3D_Models/Tower_Cauldron/Cauldron_MaxLevel/corde_chaudron_niv_max.corde_chaudron_niv_max","49","14","7","1","16.467268","0","53"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","6","6","1","4.955233","0","6"
"/Game/3D_Models/Tower_Cauldron/Cauldron_MaxLevel/huile_chaudron_niv_max.huile_chaudron_niv_max","49","14","2","1","16.247677","0","98"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","880","9","1","994.222351","0","69128"
"/Game/3D_Models/Tower_Cauldron/Cauldron_Normal/corde_chaudron.corde_chaudron","49","14","3","1","15.702574","0","46"
"/Game/3D_Models/Tower_Cauldron/Cauldron_Normal/bois_chaudron.bois_chaudron","49","14","4","1","16.464676","0","48"
"/Game/3D_Models/Tower_Cauldron/Cauldron_Normal/huile_chaudron.huile_chaudron","49","23","3","1","40.676376","0","94"
"/Game/3D_Models/Tower_Cauldron/Cauldron_Normal/noir_chaudron.noir_chaudron","49","14","1","1","16.072880","0","67"
"/Game/3D_Models/Tower_Trebuchet/Trebuchet_MaxLevel/corde_trebuch_niv_max.corde_trebuch_niv_max","49","14","3","1","16.260801","0","59"
"/Game/3D_Models/Tower_Trebuchet/Trebuchet_MaxLevel/gris_trebuch_niv_max.gris_trebuch_niv_max","49","14","4","1","15.996666","0","46"
"/Game/3D_Models/Tower_Trebuchet/Trebuchet_MaxLevel/bois_trebuch_niv_max.bois_trebuch_niv_max","49","14","3","1","15.884501","0","56"
"/Game/3D_Models/Tower_Trebuchet/Trebuchet_MaxLevel/boisfonce_trebuch_niv_max.boisfonce_trebuch_niv_max","49","14","7","1","16.172216","0","51"
"/Game/3D_Models/Tower_Trebuchet/Trebuchet_MaxLevel/fonce_trebuch_niv_max.fonce_trebuch_niv_max","49","14","6","1","16.124323","0","52"
"/Game/3D_Models/Tower_Trebuchet/Trebuchet_MaxLevel/pierre_trebuch_niv_max.pierre_trebuch_niv_max","49","14","5","1","15.986119","0","39"
"/Game/3D_Models/Tower_Trebuchet/Trebuchet_Normal/boisfonce_trebuch.boisfonce_trebuch","49","14","7","1","16.490646","0","62"
"/Game/3D_Models/Tower_Trebuchet/Trebuchet_Normal/bois_trebuch.bois_trebuch","49","14","8","1","16.169413","0","39"
"/Game/3D_Models/Tower_Trebuchet/Trebuchet_Normal/pierre_trebuch.pierre_trebuch","49","14","6","1","16.188137","0","60"
"/Game/3D_Models/Tower_Trebuchet/Trebuchet_Normal/corde_trebuch.corde_trebuch","49","14","5","1","16.304598","0","49"
"/Game/3D_Models/Tower_Trebuchet/Trebuchet_Normal/fonce_trebuch.fonce_trebuch","49","14","1","1","16.166868","0","55"
"/Game/3D_Models/Tower_Trebuchet/Trebuchet_Normal/gris_trebuch.gris_trebuch","49","14","4","1","15.643908","0","52"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","31","10","1","33.659466","0","169"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","145","9","1","151.315720","0","2553"
"/Game/Assets/Level/herbe/lambert1.lambert1","49","23","5","1","26.451956","0","101"
